id,label,split,text
95,1,train,"Thomas Ince always had a knack for bringing simple homespun stories to life with fullness and flair . `` The Italian '' is such a film . Solid acting , particularly by George Beban , father of silent child actor George Beban , Jr. , and wonderful sets convey a realistic feeling of early immigrant tenements in New York . These give this 1915 film an authenticity which is unusual in features of this vintage . The film begins with the modern day and a man ( George Beban in modern clothes ) reading a story about an Italian immigrant , and then we transition into the story with George playing the immigrant . He raises enough money to bring his fiancée from Italy to America , marries her , and has a son with her . But times are hard and the family struggles to survive . I found myself wondering why the mother did n't breastfeed her child , and avoid the complications with the dirty formula , but oh well , even the early Dream Factory was pushing political correct behaviour for women in 1915 ! The best scene in the picture is when Beban has a chance to seek revenge on a crime boss who inadvertently put him in jail , and at the last minute he decides against his planned course of action . Very neat . I loved the curtain effect , it was great . Wonderful use of lighting in this film . I give `` The Italian '' an 8 out of 10 ."
96,1,train,"Grey Gardens is a world unto itself . Edith and Little Edie live in near total isolation , eating ice cream and liver pate in a makeshift kitchen in their ( apparently ) shared bedroom . Cats loll about while mother Edith insults her daughter 's elocution . This is a Tennessee Williams play come to life and should inspire screenwriters and playwrights , as the bizarre and overlapping dialogue is 100 % real . The situation in the house reminds me exactly of how my grandmother and her 50-ish daughter lived for a decade ( other than that they were poor and clean ) . They would bicker all day , grandmother talking about her gloriously perfect past while her daughter continually blamed her for missed opportunities with men , work , and self-expression . This film is a must-see for anyone writing a mother/daughter relationship of this kind . It is sad and voyeuristic , but the filmmakers did an amazing job getting the Edies comfortable enough to expose themselves so recklessly . It is rare to see true life this way and all the more special considering the context -- remnants of a powerful family fading into nothingness in the skeleton of their own mansion ."
97,1,train,The Movie I thought was excellent it was suppose to be about romance with a little suspense in between . Rob Stewart is a wonderful actor I do n't know why people keep giving him a bad rap . As for Mel Harris she is a great actress and for those who thinks she looks too old for Rob it 's only by five years . Rob had a lead role in his own TV series as well as one on the Scifi channel . I 'm sure you remember Topical Heat aka Sweating Bullets and PainKiller Jane . He also starred in a number of TV movies and is now making a TV Mini series . They need to give him more leading roles that is what he is best at .
98,1,train,"I started watching The Apprentice about 4 years ago ( maybe 5 ) and I really really liked it . The first thing that strikes you about it is the refreshing format , which though similar to a lot of other reality shows at its core , is still very entertaining . Donald Trump is wonderful as the host and the main judge of the show as well . The casting coup with intelligent people having good looks being picked as contestants is appreciated as well . But the best part of the show is New York city . Mark Burnett may have made a lot of crap in his time but his handling of the cinematography is excellent as he makes NYC look like a character unto itself . The jazz tunes coupled with some great camera-work make New York look spectacular . The Apprentice will easily alway make my top 3 reality shows of all time ( The Amazing Race is no . 1 , however ) .But just like the amazing race this show is always best watched in moderation . If you keep watching it for a while the originality of the show will wear off fast ( the same case as with TAR ) .Star World , the broadcasters in this country , did a bang up job in presenting the show . The first three seasons were shown in a row , then after 2 years the next two seasons were shown , which kept the concept fresh . In conclusion , you will love this show , especially the first 2 seasons . However if you keep watching the show continuously , thereafter its charm WILL wear off and FAST ."
99,1,train,"This almost unknown gem was based on a French farce -- which shows , and I mean that as a compliment . Caroline ( Lee ) is being courted by a wealthy Argentinian ( Roland ) , who asks her father for her hand in marriage . But Caroline is already married to Anthony ( Colman ) , who has just arrived by plane and launches immediately into an audience-directed reminiscence about the last time Caroline decided she was in love with someone else : a dilettante-ish sculptor ( Gardiner ) . The film plays out the story of Anthony 's strategy in uncoupling Caroline from her sculptor , and how that experience aids him with her Argentinian . It is perfectly cast : Ronald Colman is at his most sophisticated and charming , Reginald Gardiner is at his most priggish , Gilbert Roland is at his most exotic , and Anna Lee is just deliciously whimsical . The film is wonderfully directed by Lewis Milestone ( who also produced ) ; the whole production feels like a labor of love . There are wonderful touches , such as Colman breaking frame and addressing the camera , and exceptional use of a sliding bar-cabinet door . It is a sin that it has n't been released on DVD -- this is the kind of film that can singlehandedly awaken interest in classic film ."
100,1,val,"Ghosts That Still Walk is one of those films that grabs you and does n't let go until the end , especially when you see it as a child . Seeing the film as an adult , you have to admit it is n't really all that scary , but the story is very fascinating and contains allot of great mysterious scenes ( especially the ones with the creepy mummy ) One of the best scenes in the movie is without a doubt the scene with grandpa and grandma in their new RV ; the scene with the rocks is very exciting and pretty scary . Also the scenes where the main character discovers his mother 's secret is pretty frightening . Okay , the acting in the film is n't all that great and the film sometimes seems to get a little bit boring , but overall Ghosts That Still Walk is fun . Too bad only a few people saw this film , this film really deserves better . I just wan na say : Mr. Flocker , you 've done a good job ! And for all you Hollywood producers out there ; If you want to remake a movie , remake this one !"
101,1,train,"Simply the best Estonian film that I have ever seen , although it is made by a Finnish director Ilkka Järvi-Laturi . Tallin Pimeduses is an entertaining thriller about a bunch of gangsters who are trying to steal a huge amount of gold , a national treasure that belongs to the republic of Estonia . But at the same time it is some kind of a summary of the conditions of many Eastern European countries at that time . In the early 90s Soviet Union fell into pieces and many countries , such as Estonia , became independent . Now the conditions may be better in most of those countries . But in the beginning of the 90s many of those new nations had to fight against corruption and organized crime that the Soviet era had left them as inheritance . ( And many of them still do ... at least on some level ... ) Tallinn Pimeduses is a very realistic film of that era with believable characters and with a well-written script . The actors are also very good , especially Jüri Järvet ( perhaps the best known Estonian actor , plays Snaut in Tarkovski 's Solaris ) , playing and old gangster who 's slowly becoming tired of his way of life . But the most astonishing performance comes from Monika Mäger , a child-actor playing Terje , a boyish girl in her early teens , whose presence in the plot is quite essential . ( and her name is not even mentioned in the IMDb-credit list ! ! ! ) w There are not many films in the world that manage to be entertainment and artistic at the same time . But Tallinn Pimeduses does that . Unfortenately Järvi-Laturi 's other films are far from this kind of achievements . His first one , Kotia päin was too artificial and his latest , History is Made at Night was just a weird mess ."
102,1,train,"After seeing all the Jesse James , Quantrill , jayhawkers , etc films in the fifties , it is quite a thrill to see this film with a new perspective by director Ang Lee . The scene of the attack of Lawrence , Kansas is awesome . The romantic relationship between Jewel and Toby Mcguire turns out to be one of the best parts and Jonathan Rhys-Meyers is outstanding as the bad guy . All the time this film makes you feel the horror of war , and the desperate situation of the main characters who do not know if they are going to survive the next hours . Definitely worth seeing ."
103,1,train,"This movie is definately one of my favourite movies in it 's kind . The interaction between respectable and morally uncorruptable characters is an ode to chivalry and the honour code amongst thieves and policemen . It treats themes like duty , guilt , word , manipulation and trust like few films have done and , unfortunately , none that I can recall since the death of the 'policial ' in the late seventies . The sequence is delicious , down to the essential , living nothing out and thus leading the spectator into a masterful plot right and wrong without accessory eye catching and spectacular scenes that are often needed in lesser specimens of the genre in order to keep the audience awake . No such scenes are present or needed . The argument is flowless and honest to the spectator , wich is an important asset in a genre in wich the the suspense is often achieved through the betrail of the audience . No , this is not miss Marble ... A note of congratulations for the music is in order A film to watch and savour every minute , not just to see ."
104,1,train,"Those engaging the movie camera so early in the century must have figured out some of its potential very early on . This is a good story of a playboy type who needs money and inadvertently sells his soul to Satan for a lot of money . Unfortunately , the soul is his double and he must confront him frequently , tearing his life apart . There are some wonderful scenes with people fading out and , of course , the scenes when the two are on the stage at the same time . The middle part is a bit dull , but the Faustian story is always in the minds of the viewer . One thing I have to mention is the general unattractiveness of the people in the movie . Also , they pretty much shied away from much action which would have at least given some life to the thing . I first was made aware of this movie about 25 years ago and have finally been able to see it . I was not disappointed ."
105,1,train,"How Tasty Was My Little Frenchman tells a story that is alternately sad , scary and life-affirming . It ends with a brutal finale that you knew had to happen , even though you were hoping -- maybe even beleiving -- it would n't . Utlimately , this is the film 's greatest strength : it expertly plays with your emotions and expectations , then drops a bomb on you . I saw this in a film theory class at USC back in the mid-'90s . It is not easy to find , but is definitely worth hunting for ."
106,1,train,"I ran across this movie at the local video store during their yearly sidewalk sale . While scanning thousands of videos , hoping to find a few cartoon movies for sale , I came across this movie . I read the back of the movie and knew it was God 's hand at work for me to purchase this movie . You see , I have a sibling group of three foster ( and soon to be adopted ) children living with my family . Immediately my foster children made a connection with the three children starring in the movie . The movie helped them better understand their own circumstances . For the first time , also , the oldest of the sibling group ( 7 year old/female ) decided to open up to me a little bit about her past and the trauma she had experienced . She has been fighting the entire trust issue . This is also the first time I had seen her cry . After watching the film , I asked her what it meant for a child to be adopted . She replied , `` It means to be happy . '' A must see for families who are fostering children and are considering adoption . It certainly opened the lines of communication with us ."
107,1,train,"The literary genius of Vladimir Navokov is brought to the screen again and many in the cultured world will take notice . The director puts us in check mate with the story of Alexander , an absentminded chaplinesque study of chess addiction . Nastasya is vacationing in a marble columned resort where a chess championship is being hosted . She meets Alexander by picking up a queen piece he drops thru his coat pocket . A magnetic attraction evolves whereby he proposes the next day , the mother alarmed telegrams the husband . He arrives and questioning Alexander we get these fades to the past , ala ' Godfather II , where we see young Alexander , a child prodigy . He is taken under a school teachers wing and exploits his genius for 10 yrs making vast sums . Thinking Alexander reached his peak , abandons him but becomes legend . The old teacher returns causing harm , trying to give victory to an old rival of Alexander . In a serious chess game where World Chess Champion victory is one way to immortality , the chess clock ticks , match time ends to conclude the next day . That day is Nastasya 's wedding , the old teacher interferes and Alexander is sent on a nervous breakdown . Nastasya , holding her stomach and looking thru her love 's coat finds his strategy for the match and follows the moves . Though the film unfortunately sways from its Russian roots , its low back cut dresses are lovely , Alexander plays his role sublimely.The director underestimated her audience , we hardly ever get to play and the only hint of The Luzhin Defense is after trading queens , isolate the opponents King with your 3 paws & King , sacrificing the castle for mate . Nastasya is a great match , but feel its conclusion deserved more intensity , but maybe the emotions were right on check for chess meant more to him than her . The Luzhin Defense elegantly gives Navokov honor , the complexity of his work in images is a world event not to be missed ."
108,1,train,"I took part in a little mini production of this when I was a bout 8 at school and my mum bought the video for me . I 've loved it ever since ! ! When I was younger , it was the songs and spectacular dance sequences that I enjoyed but since I 've watched it when I got older , I appreciate more the fantastic acting and character portrayal . Oliver Reed and Ron Moody were brilliant . I ca n't imagine anyone else playing Bill Sykes or Fagin . Shani Wallis ' Nancy if the best character for me . She put up with so much for those boys , I think she 's such a strong character and her final scene when ... Well , you know ... Always makes me cry ! Best musical in my opinion of all time . It 's lasted all this time , it will live on for many more years to come ! 11/10 ! !"
109,1,train,"Loved this show ... smart acting , smart dialog , great storyline with real people ... .please bring it back or make it available online ... really miss it.. Hope Davis really shines in this show . I like the idea of SIX DEGREES ... It really makes sense in this insane world . Rid yourself of those stupid reality shows and give this show a second chance Please bring it back Not to grovel..but please ! When it went off the air , I watched in online and liked how I could watch it with minimal interruptions , in fact , online ABC makes it easy to enjoy shows when you miss them on prime time ... gone are the days of endless taping . Anytime you want to bring it back , I am ready ."
110,1,train,"This is a great film . Touching and strong . The direction is without question breathless . Good work to the team . I feel so sorry for Marlene , By the grace of God go you or I"
111,1,train,"Not sure if it was right or wrong , but I read thru the other comments before watching the short.I have to say I disagree with most of the negative comments or problems people have had with it . As a first time `` Lone Wolf '' director/producer , I like to see things that I can aspire to , not necessarily from the pro 's , but by people just getting their feet wet like me . If indeed this is also from a first-timer , as I read , I applaud the effort.Marvelous job then in that respect ! There were some comments about the music.I thought it was quite nice for the piece.Some say it kind of droned along for a while , but I found that created tension without ( us ) necessarily being conscious of it , and when he pulled the gun out and the guitar started crunching chords , it was like we knew there was a train on the tracks , but realize it is just now moving . Yes there is a 180 degree slip/clip in there , but shi* happens.Did anyone else see Hugh 's dirty shirt turn white ( near the end , in the rain ) in `` Australia '' ? Look how much money and people were behind that movie ! Give the kid a break for Gods sake ! All in all I think it was very well done . Only 2 things I would have mentioned are hardly worth mentioning-Do n't walk up to a shiny brass picture frame with the camera , and I would have just displayed the splatter at the beginning shots to a still shot , so people would n't necessarily know what it is . My experience so far has taught me that it 's not that it 's hard to make a movie , it just takes time to learn how to do it , then the time to actually do it , and then you better take some more time still to think of all the details you 'll need to have shot before you call `` post-production time ! '' IMHO , it looks like director/writer Ryan Jafri did his homework , and if this indeed is his first report card , I 'd give him an `` A '' . The rest of you report to the principals office for a whuppin ' ."
112,1,train,"I do n't want to bore everyone by reiterating what has already been said , but this is one of the best series ever ! It was a great shame when it was canceled , and I hope someone will have the good sense to pick it up and begin the series again . The good news is that it is OUT ON DVD ! ! ! ! I rushed down to the store and picked up a copy and am happy to say that it is just as good as I remembered it . Gary Cole is a wonderfully dark and creepy character , and all actors were very good . It is a shame that the network did not continue it . Shaun Cassidy , this is a masterpiece . Anyone who enjoys the genre and who has not seen it , must do so . You will not be disappointed . My daughter who was too young to view it when it was on television ( she is 20 ) is becoming very interested , and will soon be a fan . She finds it `` very twisted '' and has enjoyed the episodes she has seen . I can not wait to view the episodes which were not aired . This show rocks ! ! ! !"
113,1,train,"Jack Frost is about a serial killer who is sentenced to death . On the Way to his death sentence the prison truck that he rides in collides with a chemical tanker filled with a chemical that turns his molecules with the snow on the ground turning him into a snowman . Being a killer himself that would turn him into a killer snowman . Jack now wants revenge on the sheriff who caught him . Jack now starts his rampage all over again killing people in a small town . I do n't think Jack Frost has a chance of becoming a horror classic but its a entertaining flick . Just put your brain on hold and have fun with it , but just do n't take it too seriously ."
114,1,val,"Few movies can be viewed almost 60 years later , yet remain as engrossing as this one . Technological advances have not dated this classic love story . Special effects used are remarkable for a 1946 movie . The acting is superb . David Niven , Kim Hunter and especially Roger Livesey do an outstanding job . The use of Black and White / Color adds to the creative nature of the movie . It has n't been seen on television for 20 years so few people are even aware of its existence . It is my favorite movie of all time . Waiting and hoping for the DVD release of this movie for so many years is , in itself , `` A Matter of Life and Death '' ."
115,1,train,"The Theory Of Flight is an engaging character study of an artist ( Branagh ) yearning to break free of boredom and mediocrity , and a terminally ill patient ( Bonham-Carter ) in the last stages of ASL , confined to a wheelchair , who desires to make love to a man before dying . Helena Bonham-Carter exudes wit , defiance , and independence as an ASL patient who is virtually dependent upon people around her to take care of her . Kenneth Branagh , sentenced through community service to take part in caring for her , complements Helena 's charm with woeful melancholy , creating a sentimental , compelling love story in which two people try to help each other find the road to happiness , before time runs out ."
116,1,train,"Like almost everyone else who has commented on this movie , I can only wonder why this has never appeared on video . I recall seeing it at about age 12 on the `` The Late Show , '' circa 1972 . I too recall the poison gas attack and the weirdly garbed horses . ( I do n't recall the more horrific bits I 've seen described here ; they were likely cut out for the TV audience . ) But the scenes I REALLY liked were the ones involving the death of Lord Kitchener aboard the HMS Hampshire , almost exactly 90 years ago . The scenes of the doomed cruiser approaching the minefield in the storm were really chilling , as I recall . Do n't recall the musical score , but the comments of the others now have me curious . Get this one out on video !"
117,1,train,"Robert Culp ( they call his character `` doctor '' ... I think he 's a vet or something ) and family move to an affluent , low-tax , zero-law-enforcement suburb . Lantern-jawed Culp and his dog are nearly killed when some local idiot neighbor kids get drunk and `` go cruising '' through his front yard at 60mph . He presses charges , which arouses the kids ' ire , and suddenly him and his family are the victims of a violent and disturbing prank campaign . Marilyn Manson , er , Marlyn Mason rather , plays his fretful , boiled-celery wife , who urges him not to use violence against his sneering nemeses , and who really just wants to move somewhere with decent public services . But The System is getting Culp nowhere , and he 's not about to leave his house because of some punk kids and their crazy rock and roll music . And we all know what movie people do when The System fails ... ( but this is based on a true story , which makes it even better ) . It should be noted that while the villainous hooligans do have convenient '70s funk-o-matic `` teenage '' theme music that warns us when they 're up to no good , this film actually ends up treating the age brackets even-handedly ( really ! ) . It does n't make a big generational thing out of it . Kudos for that . Anyway , if you like dogs ( or at least believe in protecting their civil rights , like me ) , and you like justice , and you like fire , and you like justice for dogs by way of fire , and you think people who skitter nervously out of troubled communities are `` too damn soft , '' then this flick 's ethos is up your alley . No , it 's not really `` good , '' at least not in any widely recognized sense of the word . There 's nothing subtle or understated or clever about it , it 's just sort of a feature-length PSA for vigilantism . It does , however , capture the feeling of some memorable scenes in other , beloved works . Remember in Frank Miller 's The Dark Knight Returns when Batman leads the Mutants on horseback to reclaim Gotham City ? Remember that scene in A Christmas Story where the kid pounds the bully 's face in ? Remember how cool that was ? Or do you just really hate being looked at funny by your neighbors ? Yeah , mon . Unfortunately , this was a 1973 made-for-TV movie that I just happened to catch at 4am on my local WB affiliate , and it 's probably not destined for DVD release . But after being inspired by this film , do you think I 'm gon na just sit here and take it ! ? !"
118,1,train,"Once in the Life means that once a hoodlum , always a hoodlum , and nobody gets in or out of ` The Life ' for free . Neighborhood hoodlums in New York sell drugs and run scams because they ca n't make it in the legitimate world , maybe because they have a criminal record , or a drug habit , or because they 're just lazy . This simple story with a couple of twists about mostly despicable characters manages to draw compassion out of the audience for its main players because of their loyalty and compassion for each other . The film is written , produced , and directed by Laurence Fishburne , who also stars as 20/20 Mike ( all hoodlums have nicknames ) , and is based on his play , ` Riff Raff . ' It feels like a play from beginning to end , especially during the longest scene where the three main players square off to decide who can be trusted . Often times the dialog comes very fast , much faster than it would on stage , and I think it 's the film 's biggest flaw . Mixed in as flashbacks throughout the film are poems from the street , a sort of iambic pentameter rap , that is violent and evocative of the world this movie discloses . The poetry makes it difficult to dismiss these men , these hoodlums who murder , cheat , and betray each other , as unworthy of our attention or below our contempt . The disturbing thing about this film is that its realism shows us not only how these people live , but how they suffer for the same reasons as us all . One is too stupid , another a junkie , and the last suffers from conscience while the audience wonders , or even laughs , at the irony of executioners demanding from him hanging in the gallows to tell jokes in the midst of his demise ."
119,1,train,"OK , I did n't know what to expect when I saw the cover to Fido , honestly when I came across it in the video store I was tempted to rent this movie , but nothing about it really grabbed my attention . But when I was looking around in Netflix , they were advertising this like crazy if I liked `` goofy '' scary movies , so I figured to just give it a shot . I 'm so glad that I did watch it , this was just a great movie , it was absolutely hilarious and so charming to watch . Like I said , it 's Pleasantville meets Night of the Living Dead , it 's just a great concept , what does happen after a mega zombie attack ? As we see in another zombie comedy , Shaun of the Dead , they have fun by making the zombies left over as `` handy '' citizens . This is a very overlooked horror/comedy movie , I think a lot of people were just so blown away with Shaun of the Dead that this got the boot . But it 's a great story and the cast was perfect and made this into just a really funny movie . In a 1950s alternate universe where radiation from space has turned the dead into zombies . This radiation still plagues humanity , as all those who die after the original contamination turn into the undead . In order to continue living normal lives , communities are fenced with the help of a governing corporation named Zomcon . Zomcon provides collars with accompanying remote controls to control the zombies ' hunger for flesh so as to use them as slaves or servants . In the town of Willard , a housewife , Helen , buys a zombie in spite of her husband Bill 's zombie phobia . Their son , Timmy , befriends the zombie , naming him `` Fido '' . One day Fido 's collar malfunctions and he kills their next door neighbor , who turns into a zombie . Timmy `` kills '' the zombified neighbor . When a pair of local bullies are blamed for the missing neighbor , they capture Fido and Timmy . Helen comes and rescues Timmy and Fido from the bullies and they try to forget about the whole thing . Several days later , the neighbor 's body is found and the murder is traced back to Fido , who is taken away to Zomcon where the public is told he will be destroyed . Timmy learns through a friend that Fido is simply working in a factory at Zomcon . Timmy sets out to rescue him with the help from his neighbor with a zombie girlfriend in hopes to get Fido back . I really do highly recommend this movie if you get the chance to see it , it 's so silly but a lot of fun . Billy Connelly did a great job as Fido and really brought , no pun intended , a lot of life into the character . I think the scene that made me laugh the most was when Timmy has to burry the old lady that Fido attacked and killed , his last words to her were so funny , `` you were n't really nice , but you liked flowers , so '' and he buries her in the garden . Not to mention the neighbor with the zombie girlfriend , sick , disturbing , wrong , but classic laughs . I still love how even though this is like the Leave It To Beaver-esquire type of world , there still is a lot of gore in the movie . So if you do have a chance to see Fido , take it , I promise some good laughs . 9/10"
120,1,val,"Serials were short subjects originally shown in theaters in conjunction with a feature film that were related to pulp magazine serialized fiction . Known as `` chapter plays , '' they were extended motion pictures broken into a number of segments called `` chapters '' or `` episodes . '' Each chapter would be screened at the same theater for one week . The serial would end with a cliffhanger , as the hero and heroine would find themselves in the latest perilous situation from which there could be no escape . The audience would have to return the next week to find out how the hero and heroine would escape and battle the villain once again . Serials were especially popular with children , and for many children in the first half of the 20th century , a typical Saturday at the movies included a chapter of at least one serial , along with animated cartoons , newsreels , and two feature films . The golden age for serials was 1936-1945 . This was one of the best of the era . Zorro has been seen in many films , but Reed Hadley ( `` Racket Squad '' , The Undying Brain ) was excellent in the role . The action is constant , and we are led chapter by chapter to the ultimate end where we find out the identity of the evildoer . Zorro triumphs , as he always does ."
121,1,train,"I was pleasantly surprised to find that How to Lose Friends and Alienate People was nowhere near as 'gross-out ' a comedy as the trailer had led me to expect . I rapidly became absorbed in the unfolding of the narrative and remained engrossed throughout . Pacing of the more visual humorous content was , I thought , spot on . ( I mean I got the impression I was witnessing Pegg 's attempts at restoring lost control very much 'in real time ' , so to speak . ) At other moments there was time allowed to share the main protagonists ' ( i.e . Pegg 's and Dunst 's ) reflection on how events were affecting them and what had led them to where they now found themselves . All the characters were well cast , to some extent interesting in and of themselves , and generally quite likable . ( Any apparent ruthless ambition displayed tended to be tempered by a corresponding good natured resilience . ) An entertaining , intelligently scripted , brilliantly directed and superbly acted film that I would thoroughly recommend ."
122,1,train,Another good Stooge short ! Christine McIntyre is so lovely and evil and the same time in this one ! She is such a great actress ! The Stooges are very good and especially Shemp and Larry ! This to is a good one to watch around Autumn time !
123,1,train,"Firstly , I have heard great things about this film , not least among the retro/vintage scene and the stockings lovers who absolutely love Bettie Page and it did not disappoint . Shot in very clean black and white with colour added for key scenes , the film gives a documentary feel to the early life and career of Bettie Page . There are many things I did not know about Page . Firstly , there was the gang rape , later on , there is her early attempts at developing an acting career and then glamour pictures , firstly with a camera club peopled with men who ca n't get enough of her and later with the Klaws , Paula and Irving , who despite their taking of bondage and fetish photos , come across as extremely pleasant and friendly people . If only modern pornography producers were like that , perhaps better porn would be a consequence ! For the most part , the film is neither a diatribe against the evils of pornography but an attempt to show the kind of environment that existed in the 1950s for those producing fetish and nude pictures of women . This environment was extremely repressive , perhaps in a good way because it meant that there was none of the 'saturation ' effect that we have today , when it comes to pornography . It also appeared to be much less harsh . Page comes across as someone who enjoys her work and does n't appear to be degraded by it . In many of her photos she is seen tied up and gagged ( and trying to hold a conversation ) , brandishing a whip with a flourish , thus exciting the photographers taking her pictures and seen in 'initiation style ' girlie bondage movies which look quite tame compared with the hardcore stuff we have now . Page never became an actress and instead deserted pinup when she was in her thirties for 'Jesus Christ ' . Her belief in God and Jesus never goes away , even when bound and gagged she still insists that she has been given a 'gift ' by God to do 'this thing ' . Seeing this film , I am more knowledgeable about Page and in awe at her modesty , beliefs and demeanour . She is one of a kind , compared with the identi-kit clone blondes we have today and someone who can actually say 'There is life after porn ' ."
124,1,train,"I LOVE this movie . Director Michael Powell once stated that this was his favorite movie , and it is mine as well . Powell and Pressburger created a seemingly simple , superbly crafted story - the power of love against `` the powers that be '' . However , its deception lies in the complexity of its `` is it real or is it imaginary '' premise . Basically , one could argue that it is simply a depiction of the effects of war on a young , poetically inclined airman during WWII . Or is it ? The question is never answered one way or the other . Actually , it is never even asked . This continuous understatement is part of the film 's appeal . The innovative photography and cinematography even includes some nice touches portraying the interests of the filmmakers . For instance , Pressburger always wanted to do a cinematic version of Richard Strauss ' opera , Der Rosenkavalier , about a young 18th century Viennese aristocrat . This is evident in the brief interlude in which Conductor 71 , dressed in all his finery , holds the rose ( which appears silver in heaven ) . The music even has a dreamy quality . All of the acting is first rate - David Niven is at his most charming , and he has excellent support from veteran Roger Livesey and relative newcomer Kim Hunter . But , in my opinion , the film 's charm comes from Marius Goring as Conductor 71 . He by far has the most interesting role , filling each of his scenes with his innocent lightheartedness , brightening the film . It 's a pity that some of Conductor 71 's scenes were left on the cutting room floor . It is also a pity that Goring 's comedic talents are rarely seen again on film , except in the wonderful videos of The Scarlet Pimpernel television series from the 1950s . This is by far and away the most memorable role of his film career . He is a perfect foil for relaxed style of Niven , and his virtual overstatement contrasts so nicely with the seriousness of the rest of the characters . Ironically , also in the mid -1940s , Niven also starred against another heavenly `` messenger '' , played by Cary Grant , in The Bishop 's Wife . Their acting styles were so similar that I found the result boring , unenergetic , and disappointing . As a note , according to Powell , Goring desperately wanted the role of Peter Carter , initially refusing Conductor 71 . It 's a good thing he gave in and gave us such a delightful portrayal . The movie , `` commissioned '' to smooth over the strained relations between Britain and the U.S. , overdrives its point towards the end . But it is disarming in its gentle reminders of the horrors of war - the numerous casualties , both military and civilian , the need to `` go on '' when faced with death . There is a conspicuous lack of WWII `` enemies '' in heaven , but the civilians shown are of indeterminate origin . Powell and Pressburger could have been more explicit in their depiction but it was n't necessary . The movie may not have served its diplomatic purpose as was hoped for , but its originality continues to inspire moviemakers and viewers alike on both sides of the Atlantic ."
125,1,train,"Director Douglas Sirk scores again with this , the grandaddy of all dysfunctional family films . This lush , trashy saga is a masterpiece , beautifully combining all of the elements of Sirk 's soapers and strategically placing them all into one movie . `` Written on the Wind '' very obviously influenced the 1980s TV series `` Dallas '' and `` Dynasty '' , as this is basically a feature-length version of those later nighttime soaps . Lauren Bacall , wonderfully and subtly , plays Lucy Moore , a New York City secretary who marries oil baron , Kyle Hadley ( Robert Stack ) . Unbeknownst to both of them , Mitch Wayne ( Rock Hudson ) is also in love with the quiet , but sexy secretary . They all go back to Kyle 's family 's mansion in Texas where we meet his white trash slut-of-a-sister , Marylee ( Dorothy Malone in an Oscar-winning turn ) . Yipee ! The sparks begin to fly - from the romances to the catfights , this is a campy trip . Not only does Mitch have to fight the feelings he has for his best friend 's wife , but Marylee tries to sleep with everybody since she ca n't have her one true love who is Mitch . Topping it all off , Kyle learns he 's impotent , but somehow Lucy ends up pregnant . This is pure soap and pure melodramatic entertainment . How can you not love it ? This film signals one of Universal 's most popular films and one of director Sirk 's best works . Some of the dialogue is absolutely sizzling and visual metaphors are thrown in every which way - the theme of wind throughout is great . The cast is great , although Bacall is completely underused despite receiving top-billing behind Hudson . Stack 's Oscar loss reportedly devastated him . He considered this his finest performance and apparently was none too pleased to lose out . And he did turn out a fabulous performance as the whimpering alcoholic . What a stunning movie ! This film proves what I 've been thinking for ages - Sirk is the master of classic melodrama . Where 's his Oscar ?"
126,1,train,"This is truly the greatest Swedish movie of all time . Not only is it revolutionary in its narration , but its also among the first movies to feature the next generation of Swedish humor and Swedish comedians . Felix Herngren and Fredrik Lindström are two of the most intelligent and witty filmmakers in Sweden today , and this film really puts that on display . `` Vuxna människor '' ( Adult People ) is a warm-hearted and hilarious story about adulthood , and the question if we wouldn´t be better off without it ."
